时间\科目,资本充足率(%),核心资本充足率(%),拨备覆盖率(%),存款总额(亿元),贷款总额(亿元),存贷款比例(%),不良贷款(亿元),不良贷款率(%),单一最大客户贷款比例(%),最大十家客户贷款比例(%),资本净额(亿元),核心资本净额(亿元),加权风险资产净额(亿元),短期资产流动性比例(%),非利息收入(亿元),非利息收入占比(%),净息差(%),净利差(%)
2005-03-31,--,--,130,3969.53,3266.09,--,77.08,2.36,4.04,30.64,--,--,--,35.48,4.66,--,2.52,2.44
2004-12-31,8.03,--,117.05,3953.82,3109.05,--,76.18,2.45,3.77,26.58,--,--,--,44.12,20.36,--,2.34,2.28
2004-09-30,--,--,116.1,3654.37,2955.11,--,74.17,2.51,4.21,29.41,--,--,--,40.52,13.75,--,2.37,2.32
2004-06-30,--,--,121.25,3558.46,2808.64,--,64.41,2.29,4.07,29.58,--,--,--,41.71,8.72,--,2.32,2.26
2004-03-31,--,--,106.12,3337.54,2727.05,--,64.63,2.37,5.18,37.28,--,--,--,41.39,4.12,--,2.2,2.16
2003-12-31,8.64,--,36.74,3221.14,2551.11,--,170.58,1.92,5.26,36.69,--,123.01,--,34.39,--,--,--,--
2003-09-30,8.46,--,88.93,3035.61,2551.54,--,67.87,2.66,5.59,40.37,--,--,--,64.22,--,--,--,--
2003-06-30,8.3,--,37.51,2830.04,2306.08,--,152.01,2.66,5.88,40.45,--,--,--,42.91,--,--,--,--
2003-03-31,10.56,--,73.15,2412.38,1912.09,--,74,3.87,5.88,38.75,--,--,--,39.49,--,--,--,--
2002-12-31,8.54,--,28.39,2439.13,1743.77,--,174.19,3.38,7.36,43.25,--,--,--,39.34,--,--,--,--
2002-09-30,--,--,56.56,2067.4,1582.87,--,82.78,5.23,7.42,44.02,--,--,--,34.42,--,--,--,--
2002-06-30,9.05,--,9.9,1759.49,1323.82,--,432.9,5.43,7.99,60.06,--,--,--,37.44,--,--,--,--
2002-03-31,--,--,--,1470.61,1082.63,--,--,--,8.9,58.7,--,--,--,37.39,--,--,--,--
2001-12-31,11.27,--,23.69,1482.71,971.51,--,178.23,7.57,9.56,60.62,--,--,--,47.49,--,--,--,--
2001-09-30,--,--,--,1356.48,905.9,--,--,--,9.39,69.68,--,--,--,45.35,--,--,--,--
2001-06-30,12.71,--,17.13,1232.16,857.07,--,194.73,8.65,10.4,65.46,--,--,--,46.55,--,--,--,--
2000-12-31,13.5,--,15.23,1061.3,698.97,--,208.62,10.7,11.9,70,--,--,--,45.1,--,--,--,--
2000-06-30,--,--,--,901.4,618.5,--,--,--,--,--,--,--,--,--,--,--,--,--
1999-12-31,--,--,--,808.73,547.19,--,--,--,--,--,--,--,--,--,--,--,--,--
